:START_ID(Gene)	:END_ID(Gene)
3068	4089
6147	54881
7205	80726
5266	10488
3611	29097
1271	57585
2113	5449
1915	55161
55337	64753
2	3817
3676	347733
330	2619
2035	4282
23321	55284
6809	6812
5160	23421
4012	80351
8065	25929
1982	338872
4103	23558
4222	5075
9637	9638
23338	84289
5928	8367
51701	85291
6606	54433
7411	9924
3127	7316
9400	10111
2565	11337
3703	26270
9776	81631
2770	8698
613	6002
8576	79734
2353	9204
4736	50628
1615	8452
5987	83541
55791	79723
79027	125115
4869	6168
2534	9282
25	10278
5601	10399
3757	23770
351	51530
7316	9194
10989	56893
2185	7094
2861	84447
114609	353376
6602	10661
5523	85407
79165	100288797
5582	5770
3981	10577
6230	55832
10651	25813
3837	10285
7316	10980
26003	81631
5204	7278
7341	64170
4215	11140
9817	51218
3091	64344
6926	79666
4733	117178
6925	56984
2175	201254
3609	23451
10419	10992
6134	23107
3673	284217
1958	4318
5567	7142
1386	2597
22976	29888
3717	7409
5250	55379
10537	125919
51043	92856
6311	7316
7257	10438
8189	51692
5925	10620
405	23493
5241	122953
6432	55832
7316	23545
26019	54512
3178	3921
10856	654364
1029	55602
6128	11269
4790	23412
6727	54606
4905	5793
5580	60312
7083	9013
2091	3676
2801	10124
51001	55832
2737	7316
51545	85291
5364	10509
1410	3630
9412	9442
19	6640
56254	554313
10025	23097
1832	3852
26511	80817
998	4216
4792	7533
7316	339230
10616	51529
9212	55958
3842	6191
9253	80004
642	6159
7316	9681
57096	57639
6634	23450
8360	51460
3189	10813
2885	5523
27095	58485
409	6122
997	5885
5305	7316
278	8165
891	4085
8451	94081
23450	55680
9636	56829
3661	5055
409	5021
7316	55055
6130	8452
7316	157697
6143	9768
58494	122011
5111	10856
8853	9185
22976	51631
728	6223
87	91977
7320	56254
6138	55226
4000	4609
6925	6929
2950	10513
7448	90070
6310	9701
8531	54801
8673	143187
8202	29028
8358	10524
1991	388677
118	9242
7316	79691
5700	7415
9112	9219
3717	5782
3551	55620
2033	57120
3178	10657
5300	7917
7185	8764
6747	55969
1457	4613
3096	23291
6201	6205
3692	84335
5394	56915
10014	94081
351	55738
604	57504
5566	5909
1385	55799
3866	84707
8362	132660
351	80319
84838	342945
6207	10436
6132	8454
331	7324
1600	10865
351	51272
153769	220082
23564	55697
23492	333932
22895	376267
9513	27043
5287	5295
6872	6874
23327	90933
805	54769
6169	8454
712	9370
8106	8453
8350	8357
8065	8450
7157	51438
351	8676
4163	55856
54477	54715
5406	7531
6714	29123
4898	5173
1854	9825
8470	55048
3185	10992
6303	8664
4148	8785
367	1022
1974	8668
4281	10477
7316	9448
409	3188
84100	92482
6155	8335
4843	5717
6428	8065
5771	6772
6133	6152
1660	27292
7347	10868
4435	7157
6129	8451
2648	10474
7186	8740
3927	5966
6256	81857
1823	11187
9444	55147
8358	8361
5005	51302
2444	10657
8453	122769
23612	57038
4609	5499
7284	8815
8678	83737
351	79158
7704	10253
5347	9978
6210	8087
8607	10985
3659	4869
6137	79084
3007	7341
10537	10558
8452	10421
255877	386680
8452	9202
3659	50615
3059	7454
1432	2099
7533	9349
3065	60436
648	5764
57511	91949
1153	9768
8794	11244
351	4176
9500	84970
9341	9744
648	2625
7532	8450
7316	55108
90427	140735
4794	10382
4041	7057
26762	64218
6310	9878
1400	6303
8751	51429
3842	7419
3320	10397
2932	9343
5036	7150
1009	55729
6138	30968
9240	114824
338	3320
9779	84557
8517	29982
11103	23451
10972	51107
1500	2017
166	25959
9611	51341
8335	11331
6188	10397
9464	23493
2534	5590
11171	654364
3676	11224
10513	170261
5720	7965
4140	7531
351	8195
5058	6464
3654	23118
7024	23095
6607	51380
6445	10049
5450	5451
55743	378108
51035	55723
10694	22948
2534	5336
5430	54165
1230	10344
8360	26013
8661	65125
6237	22882
6203	10642
4791	6597
5705	8202
5591	5884
4804	6185
8662	8667
3820	29121
2058	7316
2773	10614
8061	9586
10243	221409
2335	3676
1855	4087
6667	6736
1959	4772
7846	9306
4869	27292
1080	9685
842	51564
5600	8841
11185	59349
6938	30812
6625	6629
57484	148581
7316	51237
26958	57801
4905	9218
4830	7052
6897	8349
2547	9232
8352	8968
1460	6780
9329	23020
6895	11136
386682	388677
6662	23013
8878	11140
29894	51741
11140	84914
3725	51008
1432	2004
351	11317
2264	6774
5499	30827
6927	7088
10241	94039
4223	8520
9641	10330
7316	55275
301	6175
1263	9319
9513	23263
6877	6908
5888	51720
382	5226
4678	126961
1207	3674
51562	284001
7316	55571
7316	54892
4208	10014
6603	7044
9779	11345
1017	10128
116225	158297
5519	54532
9477	10025
5725	219541
9975	57727
10015	93487
2875	8317
4691	10969
301	4311
6347	6357
634	10332
498	2597
4152	9063
3326	51130
4697	55161
7341	85302
9448	54764
8087	55183
4193	10197
3326	373509
5689	5691
5338	5580
920	7431
5691	5696
9001	54555
8452	84284
4794	55291
4093	64795
805	7534
6175	6204
7205	7791
3313	11136
11005	43847
1080	79188
4615	6477
94	3320
87	8161
5295	10376
5108	7316
7157	7311
2597	3842
4811	6498
382	9043
1378	1604
4223	5700
5092	22955
572	7529
2246	2263
4841	9782
1000	5573
8487	23521
7273	27063
636	5870
7316	55768
7316	29796
5868	79735
24144	84619
3837	6203
4926	7341
7316	79412
6204	7189
5733	5966
1457	5058
9219	90390
2821	7316
7471	11197
23641	121536
3645	7316
1314	6130
71	5800
6135	81887
6048	148581
6141	55003
8362	9768
4287	10273
3981	5687
23404	55832
9782	23020
10454	64101
632	1509
7328	266740
6015	7321
6747	373156
7316	23151
4292	5378
2010	4008
9666	55743
23587	342371
27183	51534
4711	7316
6712	51547
2207	6850
6139	10969
10640	79839
7185	340359
3275	5241
7311	8851
5129	11007
5594	29763
8352	10943
3691	7525
5987	7633
7316	10052
6158	9051
5569	5613
5479	56893
5093	7360
5111	5932
9513	11030
1571	23521
9796	79885
23658	25804
351	56683
4085	10537
3753	3784
10524	26054
9530	10987
1154	8655
1956	9610
3932	5777
1665	64960
5245	8344
1460	7155
5705	5718
7316	91368
50619	56478
351	29889
5430	11338
2626	5594
6812	7277
4361	55655
3837	5902
1398	9229
688	4790
889	9270
26277	26716
23087	81603
2623	3065
9491	11060
10989	55003
8347	55646
9863	57453
2064	3717
56257	79693
3312	5894
6207	10989
3396	5442
1439	3688
351	1019
1665	3676
4790	6401
9810	255626
7323	8451
2099	135112
10174	54507
10537	25961
902	2810
1937	65220
4771	23286
5885	7311
5245	387082
351	8407
6908	7157
712	10114
2890	56850
5295	10657
51562	64112
8202	121504
2885	3716
23517	51013
4670	8848
11043	54535
4288	84365
408	8366
3857	10971
1780	4087
4591	9618
689	7316
351	4440
8328	51162
6189	50628
5349	90993
5921	7248
6385	8573
5970	10401
3326	8450
2648	8349
7124	7128
7412	552900
6613	142940
11103	26986
2549	6464
3064	26330
9587	57594
26258	388552
8543	125115
8848	23418
207	84254
60	6233
8968	200186
3861	8065
84464	85476
808	11035
6193	9329
3563	4690
5876	11285
2130	25796
3309	5728
5710	64100
5411	9768
2926	8065
7316	57596
2648	3516
3566	653361
23016	56915
7316	91272
5770	6521
5427	10524
22841	57111
3064	8351
1731	23157
2099	6432
596	57142
2202	7078
4772	5292
6228	51639
84060	100533181
836	8428
10253	81567
1460	7316
6613	7153
818	2902
672	675
2674	4902
7531	51306
3396	116541
9768	27339
6142	54606
10987	29896
7905	25875
166	386675
672	83990
11269	50649
3163	27131
3068	5985
3693	7273
8548	81567
2801	9853
6632	6634
5934	10660
2885	9793
5160	8452
293	6157
8668	9970
7341	10155
351	151188
3588	282617
5694	7316
242	3852
9667	65982
8773	10152
84140	89870
6165	10642
10664	51364
4288	5579
6143	10492
2947	7316
8065	10238
7316	29988
9869	10991
4188	85302
2033	10521
3676	4282
841	11103
3014	26986
351	10524
4129	6732
3014	9129
3313	5966
5955	7185
834	114609
8100	10285
5584	5862
1654	3181
5879	10451
8363	55352
10018	23321
2224	6310
10537	84224
4261	8850
4998	6502
6210	8266
64795	79001
402	79718
3816	3827
27257	84908
10342	27237
10181	55791
2072	8454
3066	5757
6150	9140
1017	1499
5296	10006
3329	9911
29950	80854
10607	22907
5591	8353
6141	57418
3050	202559
6635	11218
10987	58529
6152	7555
3981	4173
2353	339965
3301	9132
4354	10133
595	808
2801	55388
4214	7531
2890	51343
1291	26270
58500	83755
2177	56852
3276	9070
120379	386684
1936	65975
8517	117178
3663	6363
3846	85291
1409	1415
7316	168417
79169	85302
6139	50628
8976	10458
19	3984
8356	22976
3093	25778
5566	6790
5300	58525
4848	10140
10133	23710
142	54386
321	351
5885	6137
3281	388677
6154	81887
9061	84988
64782	202559
128	8626
4670	23612
3646	7416
6612	6897
1837	6442
7378	7431
6143	6154
355	5599
3566	3717
998	56924
6310	85458
55823	386682
1436	5295
1052	8363
4790	203068
10320	22807
7316	84316
10376	10694
6159	6207
3002	23607
58189	342926
55145	84310
5217	65990
351	161835
224	55832
23281	151254
3106	5707
1399	2889
3106	10492
8517	51807
9468	22976
147660	386676
2670	5578
3188	170506
1973	7412
9329	27292
5718	654364
10236	202559
998	1369
996	1499
8452	79029
7341	57062
9441	9443
1198	3216
6224	9768
1759	2017
6152	54984
7316	10622
6224	83939
3068	8368
51726	80321
9638	23286
648	8835
1778	3676
3055	6134
1717	11136
6130	8087
805	2740
8682	221264
3329	3921
3636	3676
805	23317
10289	56681
9908	84154
6135	10643
3320	283078
5683	29979
7157	8533
11335	23468
6229	7419
1994	26986
1385	79192
6228	23450
118	5580
5747	9564
896	84265
11074	57410
1019	5519
488	5350
6124	6136
23786	27315
3305	11035
3881	55080
7316	11052
5700	5714
6142	10969
54507	256302
3688	4318
10179	10363
865	4133
6733	123970
164656	284217
4869	23054
2801	4207
7448	158800
10014	51520
3846	5819
3150	6197
5682	5704
2801	3958
9911	53635
6950	9349
279	9768
351	11140
2904	8825
2010	4001
10208	23379
3181	6189
8687	147687
1786	1869
476	486
7307	7422
5930	7329
5499	8452
1432	80824
4627	4790
267	9656
1975	7316
357	2885
301	3184
1687	5764
2099	92840
2091	7343
7316	57620
7316	57567
7874	79656
2975	6143
1740	4130
402	5515
60561	79843
10014	23468
6202	9768
6890	79594
7023	7316
2115	6688
55832	64432
3305	7133
1630	5595
5777	5788
4794	92609
151	2771
3185	10907
23152	29072
7307	8175
3326	55030
6642	254122
2771	388677
468	2353
3476	5579
27183	128866
51477	654364
7341	57187
8358	80854
7727	54925
5597	26151
23244	113130
9261	10949
5894	64210
6157	25885
5933	5934
827	9368
6500	283237
3035	6135
8243	8678
4591	79005
7316	9947
6426	10921
9246	9781
3611	10642
4843	58472
11020	51668
8354	10524
8939	51547
5108	80184
7132	23041
5830	51024
6607	81794
60	6597
11170	22911
57599	92345
408	3480
8357	9971
5515	7316
8637	9470
10607	81605
9918	10592
4791	9919
6228	64969
4118	5798
7316	10381
4134	79443
943	7186
5687	29978
7316	79738
7316	10758
351	6223
6310	51701
6207	9129
6134	6168
10574	10575
3431	7746
4802	26580
1111	5591
1053	8533
26088	55297
2224	10617
409	3014
7428	8576
6853	8224
2060	8650
2353	8453
5594	8462
11186	55201
3181	6130
3190	9444
861	1436
5687	5708
7316	84311
2335	3339
5824	55670
317	22861
6477	79038
624	5781
64854	84687
633	57338
8350	29128
1672	9001
2273	7325
2534	4053
408	4038
7316	56474
7678	93426
6732	10298
79913	93973
7316	10483
3932	4904
6203	9768
7316	9825
8344	10128
2353	9935
4163	7407
2130	10285
5093	7428
3090	5252
7341	7704
891	1647
29979	58513
27	80306
26003	219736
6504	117157
3676	554313
6714	64866
6880	8161
4188	221504
4609	10376
1758	7316
84914	386680
1655	53615
9140	83755
1915	4904
2139	6495
3064	7341
8720	10944
8367	10524
1958	9362
6348	388372
667	5062
1280	5310
6788	29844
2104	6732
10992	57154
1780	199731
6727	10987
1759	9022
387	50649
5966	58157
5682	9454
3791	4233
351	51693
5901	6207
5966	84299
6233	23118
7316	10965
1843	6233
4637	5901
2103	7316
843	60401
4904	6143
3932	5336
351	653145
351	10209
7020	10370
6500	8945
3183	6224
4090	7554
2074	8353
4436	6606
800	1457
708	6169
3837	5521
5901	6222
7140	7251
3184	8570
2623	6667
9733	55037
10772	23107
91445	387522
6157	55226
5684	11047
1211	1213
3821	5777
23095	90627
3276	8361
4092	4152
3899	65125
1003	1958
156	2357
2885	22794
2621	7301
3433	11140
5925	6670
5879	8506
5306	10654
867	3937
6139	8886
7322	26091
79682	347733
3836	5903
3440	3455
8764	9759
9696	220441
3065	57708
6207	11140
9318	51138
11030	23583
350	3949
658	25805
3209	4087
5295	80790
1660	11224
351	165100
8364	51230
6732	55256
1080	7314
4035	7184
29058	57085
324	2901
815	22839
6128	8450
1398	9564
125115	148281
3551	7182
10574	51003
6925	56891
604	60468
7532	26999
7316	79441
641	7158
7307	10978
382	23392
301	6714
51257	89885
8548	54734
10381	10657
7322	10273
1326	8607
4188	23500
54918	171483
6789	7532
5594	5914
79843	200845
5594	6776
5295	5747
5888	119392
7224	7225
573	9612
998	8936
3607	6613
60	3312
3848	4193
3188	8452
10010	51606
373	1641
6631	9500
8338	114803
55337	83899
8976	10519
10558	55969
6711	23236
8343	90865
10615	196441
2035	4627
6637	10421
7345	9657
408	3187
1019	1021
4690	9649
2017	65057
8487	10419
6613	7295
3320	5901
4188	127002
208	338
10165	64101
387	1400
7316	84858
23368	387856
351	84305
4066	6929
1616	6517
1025	4691
1660	5885
23389	51003
6635	84844
1981	3312
3561	386682
6921	7477
4000	51377
7068	51102
55201	83593
4654	8353
60	9468
5562	25788
163702	282618
7316	10061
351	56941
7316	29780
3106	6730
8646	386682
7316	442247
1968	6613
6136	23521
7186	113802
7138	125115
8766	22841
1975	6748
2004	2005
8266	376267
1026	9869
7083	85440
2747	10040
8357	9682
2959	9697
9785	51547
7336	55611
6154	6169
5276	56893
11342	51619
5987	79005
8454	26190
9368	55867
539	9240
6188	10436
2099	7343
409	23365
51534	151871
11201	100288797
6152	8065
8557	58529
1457	8878
6203	7415
6202	10985
7189	7311
1029	79174
7316	57003
10293	22888
2775	59340
3276	7541
7316	8659
388677	653240
7532	117583
6599	9768
6144	57418
3735	6135
604	9517
10849	11198
1294	3914
7532	375484
390	7316
6949	7341
4356	339230
5055	5689
6622	55089
5256	5894
439	10952
26258	27342
8533	10920
7329	9810
8295	23326
6500	80204
2551	7316
6907	8370
6634	51639
3313	5521
5413	6810
4091	4092
54925	342945
10128	64425
6189	55003
7326	64750
351	10801
2099	5295
5337	5578
2099	9861
5310	55729
3054	9070
351	341032
788	7316
3676	7311
7316	91392
11156	83481
6711	64219
2932	84467
3310	9657
5594	55578
6363	10563
3326	6502
5303	9240
4733	10537
5159	8831
2661	6606
6146	8453
4790	6128
6343	7433
3329	5621
5335	5747
4001	7112
7071	25942
6132	23560
1523	7091
302	6281
10006	10787
6651	79745
637	4478
1029	23647
4140	7532
8355	11143
1780	1958
123	338
6733	728492
10980	84261
867	81848
2058	3320
6426	51747
1386	1499
808	7132
5573	80854
1051	8850
840	4137
2775	58157
10856	26523
8318	55165
3659	10384
9443	51003
1654	1977
540	7316
925	7316
2703	7082
6907	11080
6137	6157
2768	5578
118	805
10552	57180
2255	5443
9369	57555
308	6613
3676	6726
5594	7538
23405	79084
6772	140739
1803	4879
940	942
55739	386676
2671	2873
6144	27043
351	11279
7316	91074
6135	64969
2317	7253
10469	84464
351	444
821	10397
7316	64431
6154	6175
51127	54765
3066	54625
2100	4087
7316	57507
60684	100128327
1785	2661
3133	6891
9516	9531
6135	6210
7316	129401
220134	221150
8655	140735
5970	23243
2634	23542
382	8761
22806	84289
9070	284312
7316	64081
4673	9768
55284	81603
8886	23450
7186	7704
3326	5593
817	1540
26100	284697
6602	8110
4005	6667
83696	100128327
2194	3326
1213	4294
2975	4609
1736	55164
7316	51479
8436	79873
4522	8793
2902	5516
3309	4215
1649	51082
1104	7341
2932	4170
2782	4543
6427	6434
10657	27316
3149	6386
3667	3716
1815	6714
2010	126868
5687	6446
6744	10657
51138	79173
2645	5208
7316	125919
3185	51649
1121	22931
5250	26354
355	8878
3312	8664
871	54978
9329	10642
2287	23327
2247	7316
25898	388677
3576	4318
1673	4316
3320	5563
8363	51377
6996	7157
1729	7316
1786	9628
4691	5976
27005	57787
8365	9734
2242	10006
5925	6619
7341	8924
801	4646
2697	6271
9669	51547
6258	23421
7316	57594
4087	63891
10133	57541
56893	80318
85013	90993
2247	6128
8936	10152
2071	4087
3676	4173
3190	5725
5201	28964
6201	10419
6152	6160
7341	10606
642	55093
3846	10253
1285	7399
1105	9774
1915	54881
6783	55183
7057	80781
2033	6095
3035	5111
3265	7316
5519	6418
6613	112950
7316	80205
7316	56892
27005	81603
51547	51692
5042	23020
1660	81887
3725	4780
5217	29109
3066	3091
5879	653361
5601	80258
4540	6721
2130	51304
3198	386684
7531	9188
5707	7030
128821	386676
3192	4791
10642	23405
3020	55723
6136	6749
7852	83737
302	8291
351	6642
10919	57708
6232	58478
6129	6210
79723	80321
5688	9255
7316	9352
3662	5629
10482	56000
837	56998
6117	84126
7316	51018
841	3611
7514	9972
1742	8573
2908	3329
8452	84311
7316	55030
572	599
3315	55791
6286	170591
7316	55854
4791	6207
60561	63898
29947	333932
8546	29993
7532	10454
6310	9900
5501	5511
51361	80028
108	2778
2078	9869
6714	128853
3854	3880
10241	55388
9782	284695
2960	6872
7014	79856
79038	386681
1432	9372
5879	84552
8451	54431
7316	84769
2623	5562
6416	10746
84708	342667
1676	266812
7157	266740
7180	10488
8260	80155
5111	7323
1397	5592
3881	285753
2202	7186
429	4208
57096	147687
2058	6139
429	29979
7123	27330
998	5584
2773	64407
3028	7316
1969	5721
983	2597
6128	6156
10200	84060
160	1175
9768	10656
5111	6156
25	127933
1956	5777
207	3895
3689	10987
6884	8290
1915	10514
8353	9611
1795	2534
9896	55697
3221	8440
801	51377
4113	6159
94005	386681
5796	5829
7316	89890
2099	4193
5908	7088
378	7316
310	6612
148	2318
4103	154796
2104	23279
4927	9768
1950	7703
8365	55355
84062	114088
5422	5981
1731	124404
4087	4093
3837	5771
4149	10048
7186	56006
4105	79624
79876	81631
11140	140545
7804	55333
51760	80321
5250	55705
351	54981
6193	8517
8065	10920
8601	199834
3316	26353
1207	6635
5660	7337
7408	8996
471	9636
6873	7014
2885	4638
351	2319
7316	10985
9265	160622
4862	8553
4090	7844
4609	7161
9631	10537
2177	7398
801	9841
9391	10155
2963	23272
5833	81794
7316	90550
4791	4792
3014	6155
7316	54469
7086	9641
4086	6233
834	4000
9709	29979
672	51465
6950	7316
5499	57661
1478	10923
7316	154881
6500	11146
4967	5987
2802	7316
998	4851
9361	11140
9045	11224
54472	84823
5134	10128
29948	158297
1647	11161
4163	10788
695	5336
5533	80764
7316	55732
23350	55660
5917	8517
5111	6207
658	57381
3068	8968
6633	9775
2534	2971
9768	55342
7316	7372
8363	9971
7316	439921
5908	7157
6508	7316
4848	9611
3054	8314
7323	51127
9701	25862
3866	221458
8451	10477
409	3066
10542	389541
10152	55198
4609	5538
2885	25930
2280	7046
5293	5296
5689	5705
9659	55337
4799	8021
928	3815
1768	7316
1080	1476
2783	79607
1312	79078
166	10736
1191	7917
1785	7704
79020	347733
3320	93986
8367	132660
10576	25937
4914	57498
4738	6124
6204	10128
1642	6897
11331	23263
2176	4508
718	7316
211	10868
54941	81603
8968	23741
8204	10971
7580	388677
10856	170506
6908	7343
5066	5573
4985	5580
4149	9181
1958	6721
11170	64753
5745	9368
5901	23039
310	3032
2885	3691
4116	6430
708	3329
8667	8668
10419	29789
1195	9128
6801	24144
7534	25962
960	2035
5894	8036
10262	10987
4792	7323
6598	8110
3066	8290
6449	24140
516	140691
6154	6176
3329	6629
4087	145483
6210	10989
8266	81876
4149	5713
10043	58155
7316	29082
8601	340359
7532	65220
624	5580
2639	4846
1017	27343
873	3106
695	5587
3661	9935
4067	7297
3439	3454
83755	143684
10783	54919
598	23770
6232	6748
3329	386681
6201	6207
116841	171483
7316	7357
4617	6929
7329	284252
351	6426
6498	10401
4223	30008
5894	11339
7316	641371
5566	11142
156	6623
5789	5802
4152	10401
3718	7316
3880	29844
347	9218
23130	51236
8358	51547
9815	10318
6633	10285
5364	22808
8452	84498
7322	55819
6340	23327
4656	83538
5111	6155
3843	6125
8332	55832
3853	24144
6774	84105
2254	2260
9025	79648
5692	11047
6144	64969
3688	7106
5340	26999
4738	6138
6772	84285
1027	3925
29948	84708
695	23180
2787	2791
213	3857
3842	6202
10573	54971
5830	55825
8667	94107
5603	22948
5631	9768
4005	10963
5133	23411
4302	6938
730	1191
351	3692
7316	171392
5648	23542
166	51651
998	7189
596	5894
1017	6229
11331	51497
51361	64601
6045	10138
351	57154
2209	2214
2534	9784
4790	5437
2885	10381
4076	26058
3308	55829
71	27185
2099	3320
324	10250
5970	79365
6944	8607
2100	10891
79001	171546
6885	9479
1454	25788
5708	5717
22	4609
9443	84246
6310	51567
64210	348180
4088	5069
59269	65125
6210	11331
2230	5565
5037	5580
4311	6129
5684	51377
6642	7316
58524	388677
836	7431
1024	7067
351	55652
5501	8910
1387	4605
8761	9001
925	84708
8841	9958
8317	9380
7305	8302
55663	342945
1025	4298
57159	340359
4163	5687
10063	131474
7132	26133
403	55183
5335	84062
988	6633
7415	9320
5201	5202
4691	203068
7037	64005
356	64333
3832	9641
4036	55333
6418	8359
7415	84447
4313	7058
3265	8315
1915	11100
5590	7189
7412	8826
3837	6129
5216	7564
64395	65258
28964	80852
2810	117177
10240	23421
5094	22976
2099	7704
81565	125115
10987	26608
6238	11034
4738	9987
4853	28514
7316	55280
8607	80304
57088	388677
23114	55800
8294	9768
9329	23345
2321	7423
2035	6710
3768	6640
1650	2058
5965	7515
2281	64395
217	8452
6786	84766
351	55732
8945	10413
6741	8764
7316	10326
2911	10133
291	10537
4189	6919
340419	386675
8338	57459
26156	54881
6129	8452
705	2059
1200	4828
7157	199745
3939	9636
6122	6139
6117	64789
3866	121457
837	1968
10488	55281
4294	5879
2962	9150
23647	84062
6636	8487
375	23163
7316	83879
7013	9921
6293	55633
1431	3692
3326	10107
51324	56474
64400	84067
550	10537
1958	4209
4222	51760
351	51545
843	55749
7316	91283
5042	9782
6389	51547
5036	60673
9644	80306
132158	158297
5563	256646
51497	284131
2157	11093
9076	27134
1024	5469
4869	8370
775	10987
23513	84464
10036	55929
7182	9759
1933	6141
55035	64121
7316	140732
5519	25843
9406	10713
5578	8091
7316	23586
11043	79810
1660	6228
2885	4134
23648	26525
2130	8452
6613	404281
580	10915
3383	4843
7316	8324
6210	23345
3326	8454
1499	55914
9352	387082
55226	57418
2917	9463
11030	57523
292	10454
10189	22976
4791	6205
58524	386676
11251	81573
88	6615
8452	10657
1854	2099
7316	284161
5371	7156
6222	10989
6500	26272
351	3048
3309	5683
8767	11331
7851	10488
6137	6228
2023	6176
3741	6640
3692	4116
51053	57639
10992	23521
1945	2045
3856	7412
367	9318
3857	10987
5682	23281
672	203068
3725	83737
6233	22976
9733	23450
11334	151246
287	10280
7316	116986
7126	23473
4677	51547
2023	5245
9841	117178
3856	5317
604	9915
3068	79034
5710	10211
2033	3206
3326	10856
5682	64431
1788	9869
4738	10484
1398	2175
408	203068
1017	7290
351	51105
5888	25788
9641	55611
7534	51564
3035	8554
8363	56341
7316	8334
7316	57634
2071	6733
1974	203068
409	1815
9768	26135
6373	54878
8554	10498
2885	8506
22976	23350
823	1277
8621	29082
392	2036
4193	50484
55337	386681
8343	8915
3066	4092
2048	6714
5987	252969
6144	6175
6772	55250
5347	10010
6950	23263
7316	55791
5901	7316
6232	7133
6749	8662
23348	23557
5836	7316
54814	192669
7030	23193
6156	50649
6197	50944
6651	55660
3643	8660
4843	5682
351	1671
8428	25843
6193	11218
6613	9667
6881	83860
7450	122809
3308	8471
7316	115701
7809	89885
708	55705
862	2113
8531	54165
52	2047
9475	10787
5987	54478
27351	140685
207	350
4804	6624
6907	10657
10094	55593
1849	2690
4171	8294
1912	10454
326	4436
409	84918
2033	4088
1522	388677
351	728343
648	10989
4311	4627
7316	56252
3306	5718
408	113457
10900	29844
1655	7428
5058	5335
7316	11108
87	8648
6613	8535
7311	8887
6169	6189
7324	56254
8741	23495
7316	11060
2832	66037
8361	10419
84970	93487
8826	9636
2902	6670
358	4188
51741	79869
25782	56916
6950	50628
6169	9768
10847	80314
5926	121504
1410	7316
1832	51377
157	1233
4173	6613
5052	5518
5933	8841
4738	7428
9252	51776
547	6256
2512	339390
3751	8912
207	2623
3148	5452
7311	7529
6613	10664
1058	10036
3396	4704
5515	80143
6203	7431
2332	7316
8315	8844
7322	81786
23557	27342
5396	6722
1232	2268
64395	729428
7919	26097
4172	8290
1019	5573
57085	79072
1649	283643
81	5781
2885	51560
2547	6678
983	8370
2948	55791
6950	57418
5830	54677
6949	84101
713	1958
5580	23236
3806	10980
7316	55005
5347	23299
4791	113457
2099	7018
8148	8368
1788	6688
2275	11135
1915	10008
3093	7316
7277	10213
55739	388677
6709	6714
11017	56257
5925	7316
6201	51649
57159	79839
8290	8362
56852	353497
7341	27316
3309	7157
3251	11345
7278	7316
3667	7275
326	5111
4193	23429
4605	51619
1400	5320
11052	79637
6175	388698
9101	23326
3161	7316
1478	8518
2241	7316
3241	85291
6733	7163
3106	7086
6462	23557
5730	386675
672	3456
83755	386676
10989	29070
7428	28985
4086	9146
3187	4637
4690	23328
51535	284001
3150	4778
3608	9513
6772	387082
4116	8370
4626	9768
4534	84078
5241	55147
1977	5582
351	5873
8607	26747
11165	84206
925	222484
351	10807
5565	55215
9240	84612
114609	148022
22907	25885
3881	23549
9111	203228
10598	24140
5469	23097
4093	23592
10989	57418
5536	10672
154865	339834
2185	3718
821	3688
8353	55723
4223	342908
2821	54625
10567	347733
6850	10013
5241	7520
2159	5269
3014	165918
6146	27335
26258	644186
8294	8805
1370	8452
3725	4800
6154	51116
335	336
1759	8440
25	996
1024	5430
226	3441
2885	10531
2512	83878
91	3624
292	56945
4176	8290
805	23770
6139	23107
4036	4192
4176	8318
23450	84991
3238	4094
1294	4313
2353	23271
7128	7531
2130	60313
6472	10488
481	7375
10537	139596
836	10980
6134	284695
580	80349
3066	3297
4356	6326
6128	22907
5048	9657
6207	7416
8216	8517
1121	7879
80726	84991
10992	57835
23450	170506
5245	22907
5601	6774
1443	5430
2534	9672
3035	6202
2026	3098
4105	57639
4174	6208
142	7341
4208	23090
10200	23517
808	2886
2010	5597
1642	6165
6310	59349
595	8452
773	3996
10362	25942
4193	7319
7157	286514
5987	115426
5830	26063
2810	8470
3320	51340
998	23263
8801	10869
11316	22820
7412	8367
3303	7849
4738	5708
2593	7013
8065	23367
2534	4684
4842	51070
6130	6137
9179	9278
1398	7159
6861	9378
7529	85377
9768	56829
7316	55086
7316	10916
8874	23513
267	55284
1788	10951
2091	6155
800	2885
1509	7038
5062	51429
7080	284119
3181	6175
87	7414
3860	9470
4604	10049
1915	6745
7316	55622
857	1459
2332	5250
4804	6606
27	5335
80270	386675
11043	79038
7276	54550
6453	8773
10488	10978
4361	9513
3921	9025
3608	6129
23585	55262
3159	9768
2770	6004
4763	6383
3561	3574
10262	10421
7316	26502
1786	27330
351	60343
7316	414061
1600	148523
1725	7328
1029	6790
6142	9641
5042	5250
2521	5695
3183	3845
7555	11224
7532	9343
3861	8717
301	10128
6774	55914
6202	7846
207	9411
801	23451
1106	5245
5055	10594
983	5339
8888	11164
10627	11113
6347	6355
6829	57473
5394	118460
5451	5914
10152	30011
55031	219541
3329	6202
4215	54434
867	7317
5594	7073
4111	22955
914	6667
5859	9618
5867	23637
1386	7416
1460	10724
3627	3665
84708	221184
64333	159989
9085	253175
1612	6804
25885	55003
5879	7189
1297	1311
8452	23279
351	972
2932	5576
4736	10514
55607	84687
4779	9817
9963	85291
1857	90874
23263	388698
8412	55197
1021	5933
682	8625
55837	56893
3192	8454
