:START_ID(Compound)	:END_ID(Gene)
DB01179	29997
DB01273	22928
DB01034	79077
DB01254	54881
DB08881	6713
DB01595	11044
DB01103	51236
DB01008	55751
DB00997	26574
DB00857	1317
DB00233	51375
DB00643	81853
DB06287	55161
DB01177	3162
DB00305	83461
DB00641	55794
DB00541	4016
DB00563	27338
DB00481	1454
DB01254	4605
DB00547	7431
DB08912	6812
DB00982	1429
DB01204	1022
DB00671	55256
DB00163	5800
DB00694	55775
DB00180	7298
DB08865	545
DB00641	10419
DB01034	56654
DB00390	81627
DB08912	79850
DB00997	55324
DB01074	896
DB00671	533
DB00091	30849
DB00374	64682
DB00641	10146
DB01103	6894
DB00857	5347
DB00637	6192
DB00227	9136
DB08860	3978
DB00367	7157
DB00836	10589
DB01103	4086
DB01034	23530
DB01119	23326
DB01204	80347
DB08912	23268
DB00091	54958
DB01092	27068
DB04842	5111
DB00317	10953
DB00999	9943
DB01204	3312
DB00773	641
DB08877	23588
DB08916	4172
DB00968	55748
DB00624	6894
DB00679	5223
DB00585	1351
DB00305	9931
DB01103	64794
DB00762	5257
DB01234	8446
DB06804	10857
DB00783	4931
DB00188	54344
DB00846	6657
DB00877	65993
DB00762	4331
DB01024	8568
DB01188	79961
DB01103	790
DB08866	10589
DB01623	332
DB01076	4609
DB01095	5393
DB00570	9653
DB00345	2063
DB00570	4085
DB00986	26520
DB00762	6093
DB00602	7037
DB00397	79902
DB01053	2548
DB01030	8624
DB00903	9133
DB01179	9847
DB00518	51203
DB01177	11065
DB01224	8520
DB00207	64943
DB00374	29078
DB08911	3491
DB00540	51116
DB00317	23406
DB00928	115817
DB04786	896
DB01100	84617
DB00997	11065
DB00296	5018
DB01204	23647
DB01234	4281
DB01268	10131
DB00317	4830
DB01010	9053
DB01222	1917
DB00261	6184
DB00390	57016
DB00633	9847
DB00131	1738
DB08912	3098
DB00947	64858
DB08941	51382
DB01077	51382
DB01413	8607
DB00970	11065
DB04865	2896
DB00947	2553
DB08911	27242
DB04843	3485
DB00855	79073
DB00445	10541
DB00374	26354
DB08865	5223
DB04865	11260
DB01590	80758
DB00762	9833
DB00928	6856
DB00299	6192
DB00602	54892
DB00402	4931
DB01098	5054
DB00709	10273
DB00261	6192
DB01076	23212
DB00997	29107
DB00613	11041
DB00787	6195
DB00336	23576
DB00738	39
DB00523	58478
DB00367	10769
DB00987	3638
DB00866	10318
DB06803	8318
DB00903	7153
DB00481	1662
DB00968	54733
DB00641	51096
DB00390	5050
DB00317	7277
DB01074	10775
DB01261	81539
DB00588	8061
DB00643	55070
DB00874	5438
DB00947	64151
DB00190	10797
DB01204	10460
DB01074	3925
DB06803	5985
DB01188	84934
DB00997	10276
DB00374	55622
DB01396	78991
DB01179	7153
DB00997	1445
DB08877	23647
DB08901	124583
DB00866	9801
DB00305	102
DB00963	1051
DB02300	991
DB00445	6166
DB00367	55643
DB01273	2356
DB00822	994
DB00869	51382
DB04865	6697
DB01259	8870
DB01425	9518
DB00762	8091
DB08881	80339
DB02546	54103
DB01021	26520
DB00591	3486
DB01254	81034
DB00973	22934
DB02546	259266
DB00755	23242
DB00972	29978
DB00188	9837
DB00866	23076
DB00694	8624
DB00224	9128
DB00530	5347
DB00270	22796
DB09015	6192
DB01396	9133
DB04786	572
DB00305	4026
DB01024	1027
DB01024	65993
DB01268	3978
DB00541	6118
DB00679	2956
DB00715	4171
DB00643	3148
DB01362	4931
DB00539	51293
DB00296	1662
DB01074	29796
DB00162	26520
DB06804	5347
DB00584	4313
DB08912	10383
DB00947	10051
DB00481	4927
DB01103	2058
DB06698	10641
DB00748	4232
DB00206	8520
DB00641	54517
DB01034	5511
DB00541	55215
DB04865	5827
DB00688	10131
DB01103	29997
DB00305	9055
DB01204	23131
DB01008	26001
DB01406	4609
DB01030	55209
DB00398	4605
DB00688	10362
DB01202	7980
DB01273	9168
DB01179	6164
DB00441	65110
DB00712	9928
DB01103	293
DB00443	23406
DB00773	5468
DB04865	6510
DB00970	1445
DB00444	55699
DB00344	55699
DB01262	9847
DB04865	26020
DB00188	25864
DB00631	10362
DB00694	51499
DB00903	8318
DB00441	5347
DB01204	994
DB01229	4609
DB00877	10528
DB00762	5468
DB00717	4171
DB00591	23386
DB00367	22827
DB01074	5438
DB00997	1027
DB04786	79850
DB08912	990
DB01396	10575
DB00679	9156
DB00990	4609
DB00947	3480
DB00973	56889
DB01095	23649
DB01030	991
DB00207	1978
DB01177	22974
DB01396	8624
DB01234	7422
DB00643	1979
DB00995	11041
DB06710	5111
DB06803	6426
DB00643	5965
DB01590	64682
DB00715	8914
DB00441	29883
DB00332	51382
DB00960	4998
DB00305	80746
DB06803	28958
DB00997	55209
DB00458	51495
DB04573	2778
DB08865	54733
DB00305	5347
DB00443	5796
DB00997	6182
DB05266	26001
DB00170	102
DB00857	1192
DB01273	6182
DB00541	9761
DB00694	25980
DB00353	7296
DB04865	23171
DB01590	83448
DB00323	2886
DB00445	8480
DB00227	2958
DB01222	8318
DB01248	3682
DB00390	26520
DB01406	55374
DB01254	3978
DB00523	6050
DB06589	1788
DB00443	9915
DB08865	142
DB08912	890
DB01115	4303
DB00715	3978
DB00541	7319
DB00970	81892
DB01224	10969
DB00997	27338
DB00481	9212
DB00317	8884
DB00643	6643
DB06803	25788
DB00947	55723
DB08911	9603
DB08860	55839
DB01195	6241
DB00227	891
DB00188	55650
DB00912	1788
DB00923	56654
DB00530	991
DB00481	10813
DB00641	4605
DB00361	5777
DB01013	8061
DB08860	7866
DB00810	10682
DB00762	56995
DB00997	51081
DB00234	7088
DB00852	22796
DB08881	991
DB01396	64943
DB01254	3692
DB04865	328
DB01016	3454
DB00688	55759
DB00970	22856
DB01204	993
DB00778	8531
DB08911	5271
DB01254	51388
DB00541	2237
DB06804	3682
DB02546	9937
DB02546	10797
DB01044	6192
DB00508	64429
DB00390	79921
DB01420	3486
DB02546	1786
DB01103	5427
DB00432	29978
DB00140	9847
DB00960	7043
DB01241	54205
DB08835	3682
DB00643	9338
DB00227	8050
DB00987	332
DB00782	114884
DB01406	2146
DB00679	55038
DB01396	149603
DB00448	9212
DB01047	4088
DB00374	29107
DB00434	23670
DB00778	1738
DB08860	26520
DB01249	8574
DB00170	1351
DB01151	8520
DB00253	7982
DB00960	8318
DB00762	79071
DB08912	10432
DB00679	79711
DB00223	2048
DB00331	4502
DB00807	23089
DB00445	29080
DB04572	23200
DB00669	4931
DB00643	8800
DB00970	51155
DB00570	10146
DB01177	7358
DB01394	9868
DB00787	5111
DB01081	85236
DB06287	3066
DB00091	10721
DB00305	3161
DB08865	79892
DB01590	55748
DB08865	5425
DB08865	10112
DB00643	9868
DB09020	5831
DB01234	158471
DB00367	622
DB00923	6195
DB01261	81533
DB01034	10360
DB00188	22796
DB00947	24137
DB00602	79080
DB01191	26520
DB00541	51514
DB01200	54205
DB00187	1738
DB00854	58478
DB01092	125058
DB08916	79693
DB00795	9518
DB00374	80758
DB00305	2305
DB00374	79080
DB00206	11065
DB09020	2542
DB00773	3303
DB00643	55322
DB00305	51691
DB08947	23142
DB01074	23590
DB08881	5300
DB01179	3033
DB01024	7015
DB08912	55038
DB01034	7994
DB00928	5859
DB00877	5245
DB00436	10112
DB08865	11222
DB01211	10523
DB00309	11200
DB01156	6390
DB02546	23244
DB08901	11098
DB00367	387707
DB00928	3315
DB01024	55209
DB08865	26519
DB01146	51160
DB06589	4232
DB01103	10591
DB01103	6277
DB00970	8731
DB00643	4628
DB01586	11044
DB01229	2274
DB00755	8531
DB04865	22883
DB00188	10591
DB00960	9842
DB00541	5982
DB00755	80758
DB00374	9277
DB01062	51382
DB00631	80746
DB00367	79073
DB02546	51071
DB08911	4175
DB08901	84549
DB02546	11098
DB00947	9455
DB00730	991
DB02546	672
DB00692	6192
DB00316	23089
DB01254	131566
DB00390	29088
DB00481	10541
DB01085	1738
DB00261	51170
DB01590	466
DB00641	55149
DB01034	6839
DB06804	23659
DB00697	23326
DB00982	54733
DB01590	311
DB01261	1509
DB01204	25
DB00928	6821
DB01204	23636
DB04573	39
DB06711	51026
DB00188	3930
DB00585	10318
DB00982	5096
DB00997	9133
DB01248	4174
DB08860	1503
DB01014	3486
DB00877	25874
DB01396	7541
DB08916	7431
DB01179	5279
DB00266	5438
DB00641	10606
DB00694	8204
DB00903	890
DB01103	10051
DB01204	10276
DB00762	1662
DB00851	3157
DB00443	7422
DB00995	958
DB00242	7272
DB08911	6781
DB00367	5287
DB00541	23588
DB00361	10302
DB00997	27000
DB01602	10273
DB00928	9830
DB02546	54681
DB08881	5683
DB00585	5111
DB00694	10409
DB09020	1978
DB00613	79902
DB01396	2745
DB00570	2184
DB01396	51116
DB04865	3654
DB00441	1153
DB00671	54205
DB02546	23212
DB00857	899
DB01204	23269
DB01234	4313
DB01234	27122
DB01179	26515
DB01204	991
DB02546	51809
DB01261	4931
DB01156	4609
DB01179	7466
DB00367	4176
DB00444	5216
DB00591	10797
DB00261	991
DB00748	2185
DB08881	2958
DB00694	54906
DB00443	90
DB00291	5831
DB00641	51021
DB01406	5591
DB01204	5511
DB06589	81533
DB01396	51367
DB01092	78991
DB00641	22905
DB01092	112464
DB00530	983
DB00332	9518
DB01024	2617
DB01167	51382
DB00367	11168
DB00715	79622
DB01095	7298
DB01074	7443
DB00715	22974
DB06287	58478
DB00188	6603
DB06287	57050
DB00170	55347
DB09020	6871
DB00188	60509
DB00444	8624
DB00877	9833
DB00857	51116
DB00694	10904
DB01054	26136
DB00227	642
DB00530	7298
DB00408	5373
DB01024	10460
DB00679	10940
DB00928	6119
DB06803	1468
DB00613	5347
DB01074	55699
DB00374	11137
DB00987	2305
DB01177	55635
DB00641	990
DB01016	5566
DB00694	4860
DB02546	83461
DB01254	10892
DB01024	1468
DB01394	7153
DB01024	1635
DB00444	57178
DB01188	890
DB01177	22887
DB00541	51084
DB00434	5111
DB00995	7846
DB00361	622
DB00443	6347
DB01204	51031
DB00970	55272
DB09020	10667
DB00787	7494
DB00889	7866
DB08860	51691
DB00268	23029
DB01394	5111
DB00530	11065
DB00928	4833
DB01590	4282
DB06803	23463
DB04842	10969
DB01396	51112
DB06287	54962
DB00288	8870
DB00960	10049
DB00715	54148
DB00417	26001
DB00987	3303
DB00444	54537
DB00794	51293
DB00613	10589
DB01229	1019
DB00758	200081
DB01420	622
DB01074	5347
DB08865	64223
DB00170	10434
DB01074	10432
DB00523	91373
DB00518	11130
DB08958	8050
DB00641	595
DB00309	1643
DB04868	79902
DB00170	9797
DB01396	991
DB01149	51719
DB01177	4172
DB00987	146909
DB01394	7319
DB00361	5018
DB00613	2548
DB01092	3315
DB00444	641
DB00347	126321
DB01229	5236
DB00717	4175
DB01030	22938
DB00252	390
DB00694	5597
DB06287	1736
DB01138	22796
DB00321	6119
DB01618	7511
DB00180	2274
DB00540	7106
DB00541	5279
DB01103	6723
DB04572	11044
DB00188	23589
DB00199	79902
DB00136	79902
DB00877	5050
DB00507	5982
DB00648	55893
DB00773	9847
DB00755	10059
DB00928	6182
DB08911	7298
DB08916	23203
DB00619	8520
DB08865	57122
DB01179	55723
DB01113	22809
DB00481	8624
DB00575	2697
DB00993	6192
DB00445	8204
DB00441	23585
DB01366	466
DB00374	10885
DB00561	4609
DB00679	10038
DB00602	5888
DB01149	6184
DB00857	11335
DB06710	983
DB00970	27107
DB08881	3312
DB00091	9134
DB00445	9217
DB00755	994
DB01034	11004
DB08916	5822
DB00288	27122
DB00831	670
DB08860	23326
DB01406	11041
DB01095	10038
DB01085	6192
DB01254	1633
DB00570	8644
DB08860	79073
DB00243	51021
DB00602	51512
DB01092	26128
DB08916	8624
DB00982	291
DB00715	58478
DB00188	22934
DB08860	23076
DB00444	9928
DB00305	47
DB01119	6192
DB00960	65057
DB00445	7088
DB00923	9217
DB00970	55794
DB01229	8726
DB00860	9924
DB00451	51382
DB00997	1434
DB08912	8091
DB00309	3385
DB04571	5529
DB00679	1786
DB01034	9553
DB00541	58497
DB00445	10733
DB06589	23271
DB00170	5720
DB00641	27340
DB00778	9518
DB00206	23597
DB00621	8318
DB00361	2697
DB00960	81539
DB08916	100133941
DB01623	9221
DB00938	3486
DB08912	2745
DB01273	332
DB00312	10099
DB00242	9928
DB01179	4485
DB00398	3157
DB01177	5427
DB00367	1738
DB01243	23212
DB00877	5036
DB01177	54778
DB00947	896
DB00844	1861
DB00784	6832
DB00305	23139
DB00570	4522
DB00444	8914
DB00317	2146
DB00570	5018
DB00694	8834
DB00390	23283
DB00570	142
DB01590	26073
DB00755	3312
DB01074	3682
DB00091	10036
DB01177	23512
DB01590	9319
DB00293	5529
DB01092	6821
DB08865	10329
DB00963	79902
DB01165	4313
DB00631	10403
DB00481	79571
DB00996	39
DB01623	51495
DB00704	79080
DB00585	55129
DB01229	5928
DB00441	24137
DB00982	4893
DB00445	1105
DB08865	5983
DB09020	10654
DB00390	11137
DB00541	1019
DB01208	91949
DB00864	5347
DB00588	5708
DB01396	4190
DB06287	9816
DB00877	4860
DB00398	9212
DB00762	4478
DB00857	1022
DB01421	6813
DB00854	10921
DB01074	54948
DB00206	1465
DB01092	26520
DB00374	11232
DB00361	27430
DB04865	10681
DB00244	9817
DB06698	445
DB00244	79073
DB01590	26054
DB00445	7756
DB04842	8318
DB08865	55256
DB00585	79902
DB00882	8607
DB08911	29893
DB00481	55159
DB00773	983
DB00374	3376
DB00417	16
DB00816	11182
DB06804	5223
DB01204	10038
DB01030	83461
DB01008	7106
DB02546	1312
DB00523	4925
DB00188	26520
DB01178	1212
DB00188	10112
DB00643	8034
DB01177	26520
DB00481	56926
DB01590	8607
DB00445	55131
DB00928	1431
DB08911	672
DB01396	7264
DB00420	8318
DB04865	5092
DB04868	3930
DB00715	26292
DB08912	899
DB01095	84617
DB00188	8270
DB01273	11142
DB00679	10528
DB00563	3161
DB00602	9833
DB00947	10606
DB00688	8568
DB00530	79073
DB01406	83743
DB01598	1738
DB00188	7298
DB08912	57050
DB08860	22926
DB00537	1001
DB01153	8318
DB01600	23210
DB08901	55324
DB00563	25926
DB00367	983
DB00738	3417
DB00091	79902
DB00810	308
DB00481	56652
DB00374	27349
DB00188	3611
DB00170	11168
DB01204	55596
DB08881	10213
DB01067	23210
DB00499	891
DB00170	4282
DB00997	27095
DB00518	23556
DB00445	7272
DB01622	10797
DB01103	890
DB01084	4931
DB01179	55937
DB01030	3157
DB01204	51282
DB00563	1033
DB00613	10273
DB00305	10972
DB01165	23089
DB01222	6277
DB00445	80335
DB00717	26227
DB08911	23404
DB09020	5111
DB01254	5347
DB00563	991
DB00193	1978
DB00854	2625
DB08916	26292
DB00206	51495
DB00631	55157
DB00928	51293
DB00679	54148
DB00541	3303
DB04865	55699
DB00793	10273
DB01024	9217
DB01013	5909
DB00762	7153
DB01177	4288
DB01030	147179
DB01204	9531
DB00441	51026
DB01177	9797
DB00643	9443
DB01092	3654
DB00390	339229
DB00518	10797
DB00570	4175
DB06803	1633
DB00619	5547
DB06144	291
DB02546	622
DB00947	9688
DB08912	4288
DB08881	83743
DB00444	23386
DB01095	10885
DB00968	58478
DB00444	8428
DB00518	3033
DB00444	5782
DB01188	23640
DB00196	3202
DB00188	79833
DB06287	6192
DB00441	85236
DB00928	900
DB00252	64429
DB02546	2778
DB00679	83743
DB08881	10808
DB01403	991
DB00242	56992
DB08881	2810
DB08860	1033
DB00170	10460
DB00091	1719
DB08881	2778
DB00322	1033
DB00208	6192
DB01396	1429
DB08877	51422
DB00762	23077
DB00860	55256
DB00758	1983
DB01590	51691
DB08901	11200
DB00390	79629
DB00194	991
DB01623	9801
DB00960	27122
DB00883	10190
DB00394	5909
DB01234	8835
DB00296	5096
DB00398	64943
DB00188	22809
DB00968	8726
DB00641	9057
DB00928	7485
DB00408	2131
DB08865	7153
DB08912	79080
DB00694	994
DB01396	8396
DB00367	11222
DB00444	51512
DB01103	51282
DB00541	7153
DB01024	51293
DB08901	6284
DB06803	26292
DB01366	9133
DB00854	5529
DB08865	6119
DB00857	55699
DB06803	6342
DB09020	1445
DB01092	2530
DB00412	8318
DB00928	11344
DB01273	51693
DB00353	26001
DB00485	10273
DB00947	23234
DB00444	10615
DB01204	23580
DB08865	55748
DB00547	2064
DB00508	55699
DB01030	4999
DB00188	124583
DB00588	23499
DB00989	10273
DB00242	6790
DB00679	51001
DB00882	6059
DB00970	10926
DB08881	3329
DB00445	55355
DB00443	55761
DB08911	8870
DB00968	55324
DB00643	3033
DB01234	5799
DB00694	10427
DB00390	158
DB00162	51375
DB00443	23014
DB01394	51024
DB00541	6697
DB01204	51441
DB00291	11065
DB00928	10112
DB06803	51081
DB00319	2356
DB06803	55723
DB01396	11344
DB01188	3028
DB01366	51569
DB01254	8318
DB01177	55143
DB00244	5096
DB00655	6192
DB00481	26520
DB01179	1854
DB00444	220134
DB00530	3930
DB06287	9790
DB00374	5198
DB00947	699
DB00477	9270
DB00361	3682
DB08860	5782
DB01176	51375
DB01177	124583
DB00441	11232
DB01074	5092
DB00982	8520
DB01590	2063
DB01380	6192
DB00806	5747
DB01188	5438
DB01008	51026
DB00839	8870
DB01622	27338
DB00602	2237
DB06803	8317
DB00445	23326
DB00585	308
DB00205	7153
DB01396	5347
DB00563	11065
DB00857	2896
DB08916	10272
DB08916	3838
DB01590	9217
DB00576	5836
DB00624	64943
DB00481	23210
DB00643	27346
DB00305	9960
DB00831	831
DB06287	25898
DB00541	5720
DB00818	56654
DB01177	23204
DB00398	57178
DB08912	9787
DB00997	6166
DB01204	25976
DB08881	54881
DB00398	8870
DB01204	55209
DB00877	4605
DB00938	7296
DB00717	6182
DB00570	51514
DB01394	10190
DB00602	9088
DB00773	10460
DB00947	10024
DB01171	976
DB00540	30836
DB00445	54541
DB01103	10073
DB00091	6427
DB00857	891
DB01103	8131
DB01103	79415
DB00995	1351
DB00390	7390
DB08901	824
DB00822	2542
DB01188	51015
DB01074	3033
DB00982	5154
DB01084	10318
DB09020	10139
DB00206	8480
DB00836	4927
DB00201	79080
DB00361	9868
DB06144	5111
DB01171	7982
DB01254	10921
DB00541	9054
DB00390	54780
DB04865	10455
DB01092	54969
DB00717	11004
DB00836	51116
DB00970	4792
DB00367	23076
DB08911	4174
DB01034	10410
DB00679	51668
DB01034	207
DB01273	2778
DB00196	23326
DB01325	9518
DB00367	80758
DB00444	6491
DB01074	6117
DB06803	10051
DB01179	8624
DB00374	79073
DB08860	5300
DB00518	9837
DB01198	7846
DB01024	8318
DB01273	51202
DB08881	55257
DB00443	8878
DB01204	3206
DB08901	51499
DB01103	55131
DB02300	1802
DB01254	5982
DB00877	23463
DB00997	7756
DB00643	664
DB00625	5018
DB00541	5883
DB01024	81490
DB00762	1058
DB00444	26271
DB08901	23597
DB00444	57215
DB00762	11062
DB00877	11065
DB01008	8624
DB01204	2553
DB04865	8091
DB01211	5438
DB00570	10721
DB00679	79019
DB06287	6427
DB08865	10575
DB01396	207
DB01614	4493
DB00960	7538
DB00206	9183
DB00755	6192
DB00715	890
DB00694	1213
DB06287	5050
DB01179	8050
DB06287	84549
DB00679	23212
DB00367	51659
DB00773	146909
DB08916	4282
DB01394	11200
DB00982	26520
DB01095	146909
DB01177	5393
DB00570	5933
DB01248	7167
DB01044	3611
DB00641	3312
DB00715	8726
DB01396	79415
DB08860	10165
DB00643	175
DB00846	23499
DB00877	64318
DB00641	23160
DB00467	26001
DB01177	4144
DB04865	27075
DB01092	55830
DB01366	55907
DB00943	79902
DB00305	23397
DB01254	865
DB01234	22822
DB00525	10273
DB00688	699
DB01024	9928
DB01179	8799
DB00441	51451
DB00227	10007
DB00188	2582
DB00643	7980
DB00810	1514
DB01188	27336
DB00762	55143
DB01095	9128
DB00309	5018
DB04572	3454
DB00317	23210
DB01243	332
DB04868	23029
DB00773	9833
DB00857	10921
DB00445	23435
DB00541	10276
DB01243	23659
DB00374	10514
DB01024	56652
DB01618	54205
DB01179	4061
DB00928	4605
DB01396	2058
DB00783	1906
DB00960	51056
DB00317	79080
DB00588	3303
DB01058	56889
DB01024	64943
DB01396	10073
DB00570	7108
DB08916	5096
DB06287	6277
DB01024	332
DB00715	2146
DB00620	10589
DB01034	9133
DB00928	873
DB00563	9531
DB06710	11065
DB00631	4288
DB01396	55748
DB01095	51018
DB00688	5831
DB00461	51053
DB08604	3930
DB01179	11222
DB00970	5347
DB00641	8061
DB00987	9133
DB00518	4792
DB01092	29929
DB00187	6810
DB08866	26227
DB00188	8396
DB00443	8863
DB09020	55775
DB00846	891
DB00923	2109
DB00624	976
DB01030	5214
DB00242	80746
DB00480	11044
DB00970	3842
DB02546	9817
DB01074	29777
DB01024	6894
DB00943	9183
DB00441	9793
DB00811	10318
DB00679	332
DB00968	9133
DB00970	10523
DB00523	302
DB01024	11325
DB00530	9688
DB00227	3491
DB00321	22796
DB00091	3925
DB00361	285282
DB00206	6697
DB00923	1891
DB00877	30836
DB01204	6427
DB08901	81034
DB00563	1983
DB01103	78996
DB00374	10973
DB00641	8318
DB00999	5525
DB00997	6427
DB00563	2961
DB00261	533
DB01177	23160
DB08860	10973
DB01179	6502
DB00091	79080
DB00796	9212
DB01623	6182
DB00783	5290
DB00305	642
DB00822	65123
DB01229	10276
DB00570	80227
DB00441	10024
DB01074	51293
DB08865	22934
DB01074	254359
DB00810	6390
DB00361	1050
DB08911	10635
DB01239	7298
DB08912	8607
DB01167	388650
DB00694	54778
DB01204	25926
DB00530	84617
DB00443	4192
DB08881	200081
DB00694	54881
DB00445	6182
DB00322	10273
DB01179	10282
DB00305	9926
DB00563	23223
DB00361	5287
DB00877	54069
DB08912	54606
DB00253	5696
DB01103	6182
DB00997	10199
DB00947	10969
DB00481	2189
DB00643	3337
DB00441	6697
DB08911	6347
DB00643	8505
DB01044	22827
DB00773	3148
DB00855	7982
DB00575	10049
DB00445	4609
DB00643	7153
DB01243	5111
DB00738	10682
DB00508	6839
DB01623	4927
DB01204	55775
DB06287	4172
DB00206	1429
DB01273	4726
DB01366	8204
DB00305	7088
DB00091	22934
DB01254	10381
DB01177	8204
DB00602	6241
DB01179	25805
DB00415	10544
DB08974	10007
DB01099	11007
DB01103	8266
DB01034	5720
DB00456	3066
DB00889	10797
DB08860	1978
DB01268	4172
DB09020	25809
DB01137	5800
DB00180	8520
DB08912	1802
DB00989	991
DB00374	7371
DB00694	56616
DB00619	1509
DB00091	3833
DB08916	4927
DB01254	4793
DB01396	3396
DB00563	9183
DB04865	254531
DB04844	4998
DB00602	51659
DB02546	1477
DB00444	10403
DB00390	3417
DB01234	2274
DB01098	10398
DB00317	7153
DB00450	26511
DB01204	146909
DB01229	4171
DB01179	7105
DB08911	1964
DB01095	51154
DB08911	6804
DB00631	983
DB01590	23649
DB01590	11157
DB00130	4478
DB00717	10131
DB00970	7372
DB01179	378708
DB00641	81034
DB01092	9110
DB08881	83460
DB00915	9124
DB01204	9928
DB04573	51070
DB01024	79643
DB00444	5831
DB00970	25980
DB01074	4521
DB08881	7358
DB00227	8607
DB08911	7099
DB00679	4171
DB00322	890
DB00762	27242
DB08881	55969
DB00444	26227
DB00170	9926
DB01034	5198
DB00810	5108
DB08860	11065
DB01074	65993
DB00947	983
DB00481	51001
DB00227	50628
DB04842	7866
DB00755	22827
DB01177	26278
DB00857	10813
DB00317	8870
DB00604	10273
DB08911	5982
DB00570	5610
DB00296	64422
DB00530	79902
DB00367	890
DB00987	9918
DB01590	51071
DB00679	6118
DB00889	6192
DB00877	10921
DB00523	51026
DB00968	11157
DB00398	6678
DB00877	10682
DB00367	5050
DB00987	23406
DB00398	3833
DB00584	7016
DB00641	23649
DB01095	51728
DB08877	11168
DB00324	874
DB00367	10112
DB00773	51293
DB00227	993
DB00812	10318
DB01268	5111
DB00523	54733
DB01614	23180
DB00188	23598
DB00620	6347
DB01229	8884
DB00374	90861
DB00188	521
DB00660	51116
DB01590	79073
DB00741	8870
DB00738	142
DB01095	7866
DB00997	51282
DB00947	1164
DB00643	79577
DB00444	259266
DB04573	9688
DB00928	4172
DB00749	347902
DB06803	25926
DB00822	51015
DB00715	1738
DB00507	64429
DB08911	81533
DB01097	51021
DB00762	2048
DB00857	9518
DB00997	1846
DB00762	9585
DB01396	874
DB00928	3312
DB00162	1808
DB01198	51160
DB00947	1509
DB00563	10460
DB00679	79707
DB00444	3835
DB00401	994
DB06803	25813
DB00987	9928
DB01104	10190
DB01590	158
DB08916	51491
DB00374	26747
DB00877	55388
DB00417	10969
DB00507	896
DB01234	23657
DB01590	10489
DB01103	3312
DB01188	622
DB01234	1676
DB00523	3303
DB00541	1728
DB00637	991
DB00877	25898
DB09020	80227
DB01366	1738
DB00787	9801
DB08912	22822
DB00445	64216
DB08912	54517
DB06803	83743
DB00987	10112
DB00518	128
DB08806	58478
DB00903	56992
DB04865	2224
DB04865	55326
DB00444	5438
DB00444	23397
DB00762	2195
DB00631	7153
DB00694	2309
DB00997	51182
DB08800	4931
DB00947	3832
DB00787	991
DB00136	9128
DB00374	30836
DB01246	54205
DB00206	831
DB01030	5018
DB02300	10523
DB01202	5696
DB00928	6603
DB08911	10253
DB00755	26520
DB09020	55163
DB00227	3978
DB01204	466
DB00227	4173
DB02546	80758
DB00441	8345
DB01238	51071
DB08881	79080
DB00762	22926
DB00793	6839
DB00787	10969
DB00541	622
DB02546	2305
DB00762	3838
DB00547	23499
DB00613	57016
DB01092	2218
DB01273	4714
DB00374	55748
DB09002	51021
DB02546	136
DB00441	27316
DB00990	3486
DB00570	64418
DB00390	79415
DB00305	9801
DB00688	55355
DB00445	11325
DB00443	9518
DB00367	10807
DB00762	9448
DB00248	6192
DB08916	10514
DB00570	10058
DB00227	23165
DB00679	8607
DB01222	7298
DB00539	1802
DB00748	5566
DB08877	207
DB00563	81930
DB00523	7846
DB00570	55723
DB08860	7494
DB00675	596
DB00091	207
DB01104	9801
DB00699	4817
DB00206	1841
DB01067	1051
DB00867	5438
DB08865	7083
DB06803	10112
DB00444	27346
DB00811	994
DB08865	81620
DB08865	146909
DB00715	5050
DB01268	65123
DB08912	6709
DB00854	11232
DB00877	55027
DB00877	79693
DB00305	1058
DB01008	7296
DB00444	7514
DB01179	11200
DB01034	4282
DB00224	6119
DB01092	1738
DB00987	8334
DB00444	11200
DB00445	9833
DB00541	672
DB00947	5983
DB00968	10221
DB00773	57178
DB00694	22827
DB00541	11232
DB01095	2958
DB09020	2218
DB00866	23326
DB00445	6574
DB01177	51742
DB01103	5375
DB00602	4171
DB00715	708
DB01095	54517
DB00361	582
DB00844	56889
DB09020	1429
DB01241	51056
DB01014	55012
DB01188	642
DB01406	2091
DB00762	9474
DB00762	54821
DB01438	9270
DB01024	5901
DB00224	29082
DB06147	9183
DB00361	7105
DB00367	8607
DB00773	55247
DB06287	81614
DB00855	976
DB01234	831
DB00367	9518
DB00857	10227
DB01138	1738
DB00305	5901
DB00762	4751
DB08916	55210
DB01204	7272
DB00970	5997
DB00444	84986
DB04865	51021
DB00631	11065
DB01273	5529
DB01204	4144
DB00857	5216
DB00960	23271
DB00928	23585
DB00715	23649
DB00193	51382
DB00367	9868
DB00740	51021
DB01590	22934
DB08860	7750
DB00344	9688
DB01179	64081
DB06287	10892
DB00477	8726
DB01053	533
DB08912	3978
DB01092	10244
DB00390	3396
DB00374	9688
DB02546	23522
DB00441	56652
DB00441	3303
DB00947	9837
DB06287	4670
DB00530	1351
DB08916	4501
DB01092	4190
DB00987	50813
DB00715	4860
DB01137	1676
DB01365	26001
DB01396	10799
DB01024	55706
DB00445	64783
DB00374	27341
DB01222	211
DB00947	54962
DB00539	64429
DB00361	3417
DB00752	57178
DB00091	983
DB00623	23029
DB00481	10592
DB00397	3682
DB08865	1070
DB00947	7112
DB01103	22827
DB00679	51203
DB08912	4172
DB00857	51155
DB00188	56654
DB01008	9133
DB01095	11004
DB00570	10363
DB00170	9110
DB01098	5971
